,name,url,ram,rom,price,createdDate,color,status,url_img
55,MACBOOK PRO,https://onewaymacbook.vn/macbook-pro-m1-2020-13inch-ram-ram-16gb-256gb-new-100.html,unknown,16,35490000,2022-12-06 21:12:25.702136,"
                                                            Xám                                                        ",0,unknown
56,MACBOOK PRO,https://onewaymacbook.vn/macbook-pro-m1-2020-13inch-ram-8gb-512gb-new-100.html,unknown,512,29090000,2022-12-06 21:12:25.702136,"
                                                            Bạc                                                        ",0,unknown
57,MACBOOK PRO,https://onewaymacbook.vn/macbook-pro-m1-2020-13inch-ram-8gb-512gb-new-100.html,unknown,512,29090000,2022-12-06 21:12:25.702136,"
                                                            Xám                                                        ",0,unknown
58,MACBOOK PRO,https://onewaymacbook.vn/macbook-pro-m1-2020-13inch-ram-8gb-256gb-new-100.html,unknown,256,27090000,2022-12-06 21:12:25.702136,"
                                                            Bạc                                                        ",0,unknown
59,MACBOOK PRO,https://onewaymacbook.vn/macbook-pro-m1-2020-13inch-ram-8gb-256gb-new-100.html,unknown,256,27090000,2022-12-06 21:12:25.702136,"
                                                            Xám                                                        ",0,unknown
60,MACBOOK PRO,https://onewaymacbook.vn/macbook-pro-m1-2020-13inch-ram-ram-16gb-256gb-new-100.html,unknown,16,35490000,2022-12-06 21:12:25.702136,"
                                                            Bạc                                                        ",0,unknown
61,MACBOOK PRO,https://onewaymacbook.vn/macbook-pro-m1-2020-13inch-ram-ram-16gb-256gb-new-100.html,unknown,16,35490000,2022-12-06 21:12:25.702136,"
                                                            Xám                                                        ",0,unknown
62,MACBOOK PRO,https://onewaymacbook.vn/macbook-pro-m1-2020-13inch-ram-16-gb-512gb-new-100.html,unknown,16,39290000,2022-12-06 21:12:25.702136,"
                                                            Bạc                                                        ",0,unknown
63,MACBOOK PRO,https://onewaymacbook.vn/macbook-pro-m1-2020-13inch-ram-16-gb-512gb-new-100.html,unknown,16,39290000,2022-12-06 21:12:25.702136,"
                                                            Xám                                                        ",0,unknown
64,MACBOOK PRO,https://onewaymacbook.vn/macbook-pro-m1-2020-13inch-ram-8gb-512gb-new-100.html,unknown,512,29090000,2022-12-06 21:12:25.702136,"
                                                            Bạc                                                        ",0,unknown
65,MACBOOK PRO,https://onewaymacbook.vn/macbook-pro-m1-2020-13inch-ram-8gb-512gb-new-100.html,unknown,512,29090000,2022-12-06 21:12:25.702136,"
                                                            Xám                                                        ",0,unknown
