,_id,name,url,ram,rom,price,createdDate,color,status,url_img,store,id
55,6406fb692b331ecaa4c512c0,IPHONE 13 PRO,https://24hstore.vn/iphone-13-pro/iphone-13-pro-1tb-p5913,6.0,1.0,35090000,2023-01-10 20:58:07.383649,SILVER,0,unknown,24hstore,114a586b1a466cdd5c64f7dcac71285bf1bc32f9d62cd449ed5c7476047d742
56,6406fb692b331ecaa4c512c1,IPHONE 13 PRO,https://24hstore.vn/iphone-13-pro/iphone-13-pro-1tb-p5913,6.0,128.0,23690000,2023-01-10 20:58:07.383649,GREEN,0,unknown,24hstore,db2894ddd3a6aff640b669374f5435eb68592730cef161d3986ebd1186355f3
57,6406fb692b331ecaa4c512c2,IPHONE 13 PRO,https://24hstore.vn/iphone-13-pro/iphone-13-pro-1tb-p5913,6.0,256.0,26690000,2023-01-10 20:58:07.383649,GREEN,0,unknown,24hstore,e4e74e3b57ff8b3e69d8e2c9d93787b9b184b7ccddf9563b89671a2cb5d1d15
58,6406fb692b331ecaa4c512c3,IPHONE 13 PRO,https://24hstore.vn/iphone-13-pro/iphone-13-pro-1tb-p5913,6.0,512.0,30990000,2023-01-10 20:58:07.383649,GREEN,0,unknown,24hstore,5cfd87bddb433f2f34b734e8956f3949333e8c2adba333228b73e2f673dba
59,6406fb692b331ecaa4c512c4,IPHONE 13 PRO,https://24hstore.vn/iphone-13-pro/iphone-13-pro-1tb-p5913,6.0,1.0,35090000,2023-01-10 20:58:07.383649,GREEN,0,unknown,24hstore,d310f36b837a62f81efc23b88622712f5f5ccd4e497d3e1933e7bbe8c6150a0
60,6406fb692b331ecaa4c512c5,IPHONE 14 PRO MAX,https://24hstore.vn/iphone-14-pro-max-moi/iphone-14-pro-max-512gb-p6628,6.0,128.0,29790000,2023-01-10 20:58:07.383649,PURPLE,0,unknown,24hstore,edb8bd4de7ec8deda3ec919b7261676de58f76e4f512cfd71ebd421e154da90
61,6406fb692b331ecaa4c512c6,IPHONE 14 PRO MAX,https://24hstore.vn/iphone-14-pro-max-moi/iphone-14-pro-max-512gb-p6628,6.0,256.0,33290000,2023-01-10 20:58:07.383649,PURPLE,0,unknown,24hstore,fc1814cc1454455486f2ef3e7d9c86e0a8b525153c5898aab73d9f407f40472a
62,6406fb692b331ecaa4c512c7,IPHONE 14 PRO MAX,https://24hstore.vn/iphone-14-pro-max-moi/iphone-14-pro-max-512gb-p6628,6.0,512.0,39490000,2023-01-10 20:58:07.383649,PURPLE,0,unknown,24hstore,833cedf252ca48faf984a64a36a1a337cd0ea9364e321fc5288619c1e6c40
63,6406fb692b331ecaa4c512c8,IPHONE 14 PRO MAX,https://24hstore.vn/iphone-14-pro-max-moi/iphone-14-pro-max-512gb-p6628,6.0,1.0,44990000,2023-01-10 20:58:07.383649,PURPLE,0,unknown,24hstore,6b901bf8a3aa6f19dbc2bca4cb3de51e151248668e25a7dd6ccf7b9bf67b
64,6406fb692b331ecaa4c512c9,IPHONE 14 PRO MAX,https://24hstore.vn/iphone-14-pro-max-moi/iphone-14-pro-max-512gb-p6628,6.0,128.0,29790000,2023-01-10 20:58:07.383649,YELLOW,0,unknown,24hstore,ede4668391c03942c2c64a9f46ec44cb2c79f14a5ff88b2b437eddb14945fe
65,6406fb692b331ecaa4c512ca,IPHONE 14 PRO MAX,https://24hstore.vn/iphone-14-pro-max-moi/iphone-14-pro-max-512gb-p6628,6.0,256.0,33290000,2023-01-10 20:58:07.383649,YELLOW,0,unknown,24hstore,15cd9361b0691f49843613d809612955ed384063723fa57b2bc5cb1c930
66,6406fb692b331ecaa4c512cb,IPHONE 14 PRO MAX,https://24hstore.vn/iphone-14-pro-max-moi/iphone-14-pro-max-512gb-p6628,6.0,512.0,39490000,2023-01-10 20:58:07.383649,YELLOW,0,unknown,24hstore,a9282f6a5a898492c5a5124de591780b9de431c49e1b689a2bfd3305e73cb
67,6406fb692b331ecaa4c512cc,IPHONE 14 PRO MAX,https://24hstore.vn/iphone-14-pro-max-moi/iphone-14-pro-max-512gb-p6628,6.0,1.0,44990000,2023-01-10 20:58:07.383649,YELLOW,0,unknown,24hstore,8155397bd34ca2a04595643957276ad85332127b1e3aed8c1a69c2584b156c
68,6406fb692b331ecaa4c512cd,IPHONE 14 PRO MAX,https://24hstore.vn/iphone-14-pro-max-moi/iphone-14-pro-max-512gb-p6628,6.0,128.0,29790000,2023-01-10 20:58:07.383649,BLACK,0,unknown,24hstore,4de86c9266512f9ef3afffe5818af6ff7088d767cc56e8a98d4e27aa31b3dc
69,6406fb692b331ecaa4c512ce,IPHONE 14 PRO MAX,https://24hstore.vn/iphone-14-pro-max-moi/iphone-14-pro-max-512gb-p6628,6.0,256.0,33290000,2023-01-10 20:58:07.383649,BLACK,0,unknown,24hstore,8a5c74135b7c6b1daf5627eb1b19409f68f34ce7627e6a2da7e76c62eee0f4
70,6406fb692b331ecaa4c512cf,IPHONE 14 PRO MAX,https://24hstore.vn/iphone-14-pro-max-moi/iphone-14-pro-max-512gb-p6628,6.0,512.0,39490000,2023-01-10 20:58:07.383649,BLACK,0,unknown,24hstore,eff3c02c5965b2d72b4ce49ca6792c27405b305f58be6378d866113b024ea7a
